UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
8543,H37956,298.4,309.4,1512,35.3,51,0,0,0,0,0,0
8544,M23403,298.5,309.4,1365,48.7,56,0,0,0,0,0,0
8545,H37958,298.5,309.4,2011,21.0,59,0,0,0,0,0,0
8546,L55725,298.4,309.3,1806,27.6,64,0,0,0,0,0,0
8547,L55726,298.4,309.3,1716,28.4,66,0,0,0,0,0,0
8548,M23407,298.4,309.4,1666,24.3,68,0,0,0,0,0,0
8549,L55728,298.5,309.4,1578,36.3,71,0,0,0,0,0,0
8550,L55729,298.3,309.3,1558,37.2,73,0,0,0,0,0,0
8551,L55730,298.3,309.2,1456,45.5,75,0,0,0,0,0,0
8552,M23411,298.2,309.1,1457,49.0,77,0,0,0,0,0,0
8553,L55732,298.2,309.1,1467,44.5,80,0,0,0,0,0,0
8554,M23413,298.1,309.0,1661,38.2,82,0,0,0,0,0,0
8555,L55734,298.1,309.0,1592,33.9,85,0,0,0,0,0,0
8556,L55735,298.2,309.0,1596,37.2,87,0,0,0,0,0,0
8557,L55736,298.2,309.0,1489,40.6,89,0,0,0,0,0,0
8558,L55737,298.3,309.0,1471,48.3,91,0,0,0,0,0,0
8559,M23418,298.3,309.0,1505,41.3,93,0,0,0,0,0,0
8560,L55739,298.3,309.0,1519,40.0,96,0,0,0,0,0,0
8561,L55740,298.3,309.0,1408,45.4,98,0,0,0,0,0,0
8562,L55741,298.2,308.9,1332,44.4,100,0,0,0,0,0,0
8563,L55742,298.1,308.9,1351,52.4,102,0,0,0,0,0,0
8564,L55743,298.0,308.9,1500,36.7,104,0,0,0,0,0,0
8565,M23424,298.0,308.7,1614,30.7,106,0,0,0,0,0,0
8566,L55745,298.0,308.8,1489,36.5,109,0,0,0,0,0,0
8567,M23426,297.9,308.7,1751,26.6,111,0,0,0,0,0,0
8568,L55747,298.0,308.7,1511,45.8,114,0,0,0,0,0,0
8569,L55748,297.9,308.6,1691,29.6,116,0,0,0,0,0,0
8570,L55749,297.9,308.6,1757,27.5,118,0,0,0,0,0,0
8571,H37984,297.9,308.7,1545,35.9,120,0,0,0,0,0,0
8572,L55751,297.9,308.6,2262,15.7,125,0,0,0,0,0,0
8573,M23432,297.7,308.5,1559,35.2,127,0,0,0,0,0,0
8574,L55753,297.6,308.4,1626,32.4,130,0,0,0,0,0,0
8575,L55754,297.6,308.3,1424,53.9,132,0,0,0,0,0,0
8576,M23435,297.6,308.3,1648,29.1,134,0,0,0,0,0,0
8577,L55756,297.6,308.3,1523,39.5,137,0,0,0,0,0,0
8578,L55757,297.6,308.3,1502,43.2,139,0,0,0,0,0,0
8579,L55758,297.5,308.2,1489,40.7,141,0,0,0,0,0,0
8580,M23439,297.4,308.1,1620,31.2,143,0,0,0,0,0,0
8581,L55760,297.5,308.1,1631,30.6,146,0,0,0,0,0,0
8582,M23441,297.5,308.0,1429,45.8,148,0,0,0,0,0,0
8583,M23442,297.5,308.1,1334,72.0,151,1,0,0,1,0,0
8584,L55763,297.4,308.0,1423,38.0,154,0,0,0,0,0,0
8585,L55764,297.4,307.9,1390,47.7,156,0,0,0,0,0,0
8586,M23445,297.4,307.9,1338,48.5,158,0,0,0,0,0,0
8587,H38000,297.3,307.9,1461,37.5,161,0,0,0,0,0,0
8588,M23447,297.4,307.9,1627,34.3,166,0,0,0,0,0,0
8589,L55768,297.3,307.8,1385,44.4,169,0,0,0,0,0,0
8590,M23449,297.3,307.8,1538,48.0,171,0,0,0,0,0,0
8591,L55770,297.4,307.9,1557,35.5,174,0,0,0,0,0,0
8592,L55771,297.4,307.9,1606,33.4,176,0,0,0,0,0,0
8593,M23452,297.5,308.0,1430,44.5,178,0,0,0,0,0,0
8594,M23453,297.4,308.0,1601,34.6,181,0,0,0,0,0,0
8595,L55774,297.4,308.0,1356,51.9,184,0,0,0,0,0,0
8596,M23455,297.5,308.2,1624,30.9,186,0,0,0,0,0,0
8597,L55776,297.5,308.2,1327,56.5,189,0,0,0,0,0,0
8598,L55777,297.6,308.3,1410,47.0,191,0,0,0,0,0,0
8599,L55778,297.6,308.3,1478,42.3,193,0,0,0,0,0,0
8600,L55779,297.6,308.4,1460,40.3,195,0,0,0,0,0,0
8601,L55780,297.5,308.3,1435,40.3,197,0,0,0,0,0,0
8602,H38015,297.4,308.2,1359,46.9,199,0,0,0,0,0,0
8603,L55782,297.4,308.1,1729,31.7,204,0,0,0,0,0,0
8604,H38017,297.3,308.0,1384,49.1,206,0,0,0,0,0,0
8605,L55784,297.4,308.2,1297,52.1,211,0,0,0,0,0,0
8606,L55785,297.5,308.4,1633,33.3,213,0,0,0,0,0,0
8607,M23466,297.5,308.4,1505,37.2,215,0,0,0,0,0,0
8608,L55787,297.5,308.4,1433,50.0,218,0,0,0,0,0,0
8609,L55788,297.4,308.4,1369,50.6,220,1,0,0,0,1,0
8610,L55789,297.4,308.3,1475,40.5,222,1,1,0,0,0,0
8611,L55790,297.4,308.3,1561,38.3,0,0,0,0,0,0,0
8612,L55791,297.4,308.3,1472,45.5,2,0,0,0,0,0,0
8613,L55792,297.5,308.4,1441,44.5,4,0,0,0,0,0,0
8614,M23473,297.5,308.5,1401,50.5,6,0,0,0,0,0,0
8615,L55794,297.5,308.5,1691,33.1,9,0,0,0,0,0,0
8616,L55795,297.6,308.6,1382,47.1,11,0,0,0,0,0,0
8617,L55796,297.6,308.6,1355,46.4,13,0,0,0,0,0,0
8618,L55797,297.6,308.6,1529,45.3,15,0,0,0,0,0,0
8619,L55798,297.7,308.7,1829,24.9,17,0,0,0,0,0,0
8620,H38033,297.6,308.6,1480,39.8,19,0,0,0,0,0,0
8621,L55800,297.6,308.5,1475,42.4,24,0,0,0,0,0,0
8622,M23481,297.6,308.5,1431,52.6,26,0,0,0,0,0,0
8623,L55802,297.5,308.3,1437,42.3,29,0,0,0,0,0,0
8624,M23483,297.5,308.3,1476,45.6,31,0,0,0,0,0,0
8625,H38038,297.5,308.4,1490,39.7,34,0,0,0,0,0,0
8626,L55805,297.4,308.3,1632,33.5,39,0,0,0,0,0,0
8627,L55806,297.4,308.2,1402,49.7,41,0,0,0,0,0,0
8628,L55807,297.4,308.3,1347,45.8,43,0,0,0,0,0,0
8629,L55808,297.5,308.4,1747,31.0,45,0,0,0,0,0,0
8630,H38043,297.5,308.5,1557,39.1,47,0,0,0,0,0,0
8631,L55810,297.4,308.4,1371,57.4,52,0,0,0,0,0,0
8632,H38045,297.3,308.3,1506,37.0,54,0,0,0,0,0,0
8633,L55812,297.3,308.3,1590,35.5,59,0,0,0,0,0,0
8634,L55813,297.4,308.3,1336,53.7,61,0,0,0,0,0,0
8635,L55814,297.3,308.3,1411,43.2,63,0,0,0,0,0,0
8636,L55815,297.4,308.3,1704,27.3,65,0,0,0,0,0,0
8637,L55816,297.5,308.4,1723,27.3,67,0,0,0,0,0,0
8638,L55817,297.5,308.5,1459,39.7,69,0,0,0,0,0,0
8639,L55818,297.6,308.5,1572,35.9,71,0,0,0,0,0,0
8640,L55819,297.5,308.4,1384,56.0,73,0,0,0,0,0,0
8641,L55820,297.6,308.6,1383,47.5,75,0,0,0,0,0,0
8642,M23501,297.6,308.5,1360,48.6,77,0,0,0,0,0,0
8643,M23502,297.5,308.4,1596,36.6,80,0,0,0,0,0,0
8644,L55823,297.5,308.5,1448,54.3,83,0,0,0,0,0,0
8645,M23504,297.6,308.5,1443,38.2,85,0,0,0,0,0,0
8646,M23505,297.6,308.6,1492,35.5,88,0,0,0,0,0,0
8647,L55826,297.5,308.6,1497,43.9,91,0,0,0,0,0,0
8648,L55827,297.5,308.5,1530,38.5,93,0,0,0,0,0,0
8649,M23508,297.4,308.4,1478,46.2,95,0,0,0,0,0,0
8650,L55829,297.4,308.4,1328,61.8,98,0,0,0,0,0,0
8651,H38064,297.4,308.3,1771,27.4,100,0,0,0,0,0,0
8652,M23511,297.4,308.4,1564,35.0,105,0,0,0,0,0,0
8653,H38066,297.3,308.3,1461,41.5,108,0,0,0,0,0,0
8654,M23513,297.4,308.3,1335,57.9,113,0,0,0,0,0,0
8655,M23514,297.4,308.4,1441,46.8,116,0,0,0,0,0,0
8656,L55835,297.3,308.3,1268,60.6,119,0,0,0,0,0,0
8657,M23516,297.3,308.3,1697,27.4,121,0,0,0,0,0,0
8658,L55837,297.4,308.4,1421,46.0,124,0,0,0,0,0,0
8659,L55838,297.4,308.5,1496,36.4,126,0,0,0,0,0,0
8660,L55839,297.5,308.5,1375,55.6,128,0,0,0,0,0,0
8661,L55840,297.4,308.5,1295,52.1,130,0,0,0,0,0,0
8662,L55841,297.4,308.5,1643,33.8,132,0,0,0,0,0,0
8663,L55842,297.5,308.6,1514,36.9,134,0,0,0,0,0,0
8664,L55843,297.5,308.6,1671,29.4,136,0,0,0,0,0,0
8665,H38078,297.5,308.6,1355,58.9,138,0,0,0,0,0,0
8666,L55845,297.6,308.7,1365,50.6,143,0,0,0,0,0,0
8667,L55846,297.5,308.7,1407,42.5,145,0,0,0,0,0,0
8668,M23527,297.5,308.8,1455,46.1,147,0,0,0,0,0,0
8669,L55848,297.5,308.8,1502,45.9,150,0,0,0,0,0,0
8670,M23529,297.5,308.8,1471,52.3,152,0,0,0,0,0,0
8671,L55850,297.5,308.9,1581,30.4,155,0,0,0,0,0,0
8672,L55851,297.5,308.8,1530,37.8,157,0,0,0,0,0,0
8673,L55852,297.5,308.8,1312,50.3,159,0,0,0,0,0,0
8674,L55853,297.4,308.6,1494,42.6,161,0,0,0,0,0,0
8675,M23534,297.4,308.6,1528,29.1,163,0,0,0,0,0,0
8676,H38089,297.3,308.6,1688,29.4,166,0,0,0,0,0,0
8677,M23536,297.3,308.5,1520,42.4,171,0,0,0,0,0,0
8678,M23537,297.3,308.5,1664,28.9,174,0,0,0,0,0,0
8679,L55858,297.3,308.5,1514,44.5,177,0,0,0,0,0,0
8680,L55859,297.3,308.5,1456,54.2,179,0,0,0,0,0,0
8681,L55860,297.2,308.5,1494,39.6,181,0,0,0,0,0,0
8682,L55861,297.2,308.4,1605,30.0,183,0,0,0,0,0,0
8683,M23542,297.2,308.5,1353,46.5,185,0,0,0,0,0,0
8684,L55863,297.2,308.5,1447,47.9,188,0,0,0,0,0,0
8685,L55864,297.2,308.5,1588,40.4,190,0,0,0,0,0,0
8686,H38099,297.2,308.5,1524,41.4,192,0,0,0,0,0,0
8687,M23546,297.2,308.5,1611,31.6,197,0,0,0,0,0,0
8688,M23547,297.2,308.5,1604,34.9,200,0,0,0,0,0,0
8689,L55868,297.1,308.5,1483,46.9,203,0,0,0,0,0,0
8690,L55869,297.1,308.4,1543,39.6,205,0,0,0,0,0,0
8691,L55870,297.1,308.5,1323,44.4,207,1,1,0,0,0,0
8692,L55871,297.1,308.5,1555,36.2,0,0,0,0,0,0,0
8693,L55872,297.1,308.4,1583,31.9,2,0,0,0,0,0,0
8694,M23553,297.2,308.5,1584,40.0,4,0,0,0,0,0,0
8695,L55874,297.2,308.5,1766,25.8,7,0,0,0,0,0,0
8696,M23555,297.2,308.6,1498,44.4,9,0,0,0,0,0,0
8697,L55876,297.2,308.6,1413,49.8,12,0,0,0,0,0,0
8698,L55877,297.3,308.6,1505,33.5,14,0,0,0,0,0,0
8699,H38112,297.3,308.7,1438,46.2,16,0,0,0,0,0,0
8700,M23559,297.3,308.7,1655,34.1,21,0,0,0,0,0,0
8701,M23560,297.3,308.7,1451,43.8,24,0,0,0,0,0,0
8702,M23561,297.3,308.7,1466,38.4,27,0,0,0,0,0,0
8703,L55882,297.2,308.6,1774,23.0,30,0,0,0,0,0,0
8704,M23563,297.2,308.6,1284,51.3,32,0,0,0,0,0,0
8705,L55884,297.1,308.5,1425,40.0,35,0,0,0,0,0,0
8706,L55885,297.2,308.6,1437,52.4,37,0,0,0,0,0,0
8707,L55886,297.2,308.6,1335,53.0,39,0,0,0,0,0,0
8708,L55887,297.2,308.5,1471,41.7,41,0,0,0,0,0,0
8709,M23568,297.2,308.5,1364,54.0,43,0,0,0,0,0,0
8710,L55889,297.1,308.5,1578,35.6,46,0,0,0,0,0,0
8711,L55890,297.1,308.5,1712,32.1,48,0,0,0,0,0,0
8712,L55891,297.1,308.5,1733,28.7,50,0,0,0,0,0,0
8713,L55892,297.2,308.6,1652,32.1,52,0,0,0,0,0,0
8714,L55893,297.2,308.6,1917,24.1,54,0,0,0,0,0,0
8715,M23574,297.2,308.6,1444,41.1,56,0,0,0,0,0,0
8716,L55895,297.1,308.6,1442,37.1,59,0,0,0,0,0,0
8717,M23576,297.1,308.6,1717,31.3,61,0,0,0,0,0,0
8718,L55897,297.1,308.7,1474,42.3,64,0,0,0,0,0,0
8719,L55898,297.2,308.7,1509,39.3,66,0,0,0,0,0,0
8720,L55899,297.2,308.8,1451,43.1,68,0,0,0,0,0,0
8721,L55900,297.3,308.8,1554,36.1,70,0,0,0,0,0,0
8722,L55901,297.2,308.7,1669,30.7,72,0,0,0,0,0,0
8723,L55902,297.2,308.6,1366,50.4,74,0,0,0,0,0,0
8724,L55903,297.2,308.6,1578,34.4,76,0,0,0,0,0,0
8725,M23584,297.2,308.6,1513,39.0,78,0,0,0,0,0,0
8726,M23585,297.1,308.5,1515,42.1,81,0,0,0,0,0,0
8727,L55906,297.2,308.6,1562,33.0,84,0,0,0,0,0,0
8728,L55907,297.2,308.7,1501,38.5,86,0,0,0,0,0,0
8729,M23588,297.2,308.7,1398,38.1,88,0,0,0,0,0,0
8730,L55909,297.3,308.7,1352,53.8,91,0,0,0,0,0,0
8731,H38144,297.3,308.7,1569,33.9,93,0,0,0,0,0,0
8732,H38145,297.2,308.6,1486,46.6,98,0,0,0,0,0,0
8733,L55912,297.2,308.6,1864,23.6,103,0,0,0,0,0,0
8734,M23593,297.3,308.7,1447,44.5,105,0,0,0,0,0,0
8735,L55914,297.2,308.6,1392,41.5,108,0,0,0,0,0,0
8736,L55915,297.3,308.6,1358,47.6,110,0,0,0,0,0,0
8737,L55916,297.3,308.7,1491,40.2,112,0,0,0,0,0,0
8738,L55917,297.3,308.7,1556,36.7,114,0,0,0,0,0,0
8739,L55918,297.3,308.7,1531,36.7,116,0,0,0,0,0,0
8740,H38153,297.4,308.7,1429,37.6,118,0,0,0,0,0,0
8741,M23600,297.4,308.8,1573,33.9,123,0,0,0,0,0,0
8742,L55921,297.4,308.8,1538,41.2,126,0,0,0,0,0,0
8743,L55922,297.4,308.8,1467,39.0,128,0,0,0,0,0,0
8744,H38157,297.4,308.7,1323,51.1,130,0,0,0,0,0,0
8745,M23604,297.4,308.7,1798,23.0,135,0,0,0,0,0,0
8746,L55925,297.4,308.6,1411,46.3,138,0,0,0,0,0,0
8747,L55926,297.3,308.5,1528,44.5,140,0,0,0,0,0,0
8748,L55927,297.3,308.5,1504,42.0,142,0,0,0,0,0,0
8749,L55928,297.3,308.5,1384,39.6,144,0,0,0,0,0,0
8750,L55929,297.2,308.4,1677,26.4,146,0,0,0,0,0,0
8751,L55930,297.3,308.5,1764,30.8,148,0,0,0,0,0,0
8752,M23611,297.4,308.5,1472,42.0,150,0,0,0,0,0,0
8753,M23612,297.4,308.5,1465,55.9,153,0,0,0,0,0,0
8754,M23613,297.4,308.6,1657,33.1,156,0,0,0,0,0,0
8755,L55934,297.4,308.6,1635,30.5,159,0,0,0,0,0,0
8756,M23615,297.4,308.7,1582,31.9,161,0,0,0,0,0,0
8757,L55936,297.5,308.7,1761,26.2,164,0,0,0,0,0,0
8758,L55937,297.5,308.8,1587,34.9,166,0,0,0,0,0,0
8759,M23618,297.5,308.7,1446,53.0,168,0,0,0,0,0,0
8760,M23619,297.5,308.7,1352,53.0,171,0,0,0,0,0,0
8761,M23620,297.4,308.7,1392,46.4,174,0,0,0,0,0,0
8762,L55941,297.5,308.8,1417,49.8,177,0,0,0,0,0,0
8763,H38176,297.5,308.8,1824,24.0,179,0,0,0,0,0,0
8764,L55943,297.5,308.8,1603,36.7,184,0,0,0,0,0,0
8765,L55944,297.4,308.8,1620,33.4,186,0,0,0,0,0,0
8766,L55945,297.4,308.8,1353,49.4,188,0,0,0,0,0,0
8767,L55946,297.5,308.8,1360,50.7,190,0,0,0,0,0,0
8768,L55947,297.5,308.6,1380,53.5,192,0,0,0,0,0,0
8769,M23628,297.5,308.7,1363,53.6,194,0,0,0,0,0,0
8770,M23629,297.4,308.6,1452,41.2,197,0,0,0,0,0,0
8771,L55950,297.4,308.6,1680,32.8,200,0,0,0,0,0,0
8772,L55951,297.5,308.6,1536,39.0,202,0,0,0,0,0,0
8773,L55952,297.5,308.6,1621,28.9,0,0,0,0,0,0,0
8774,L55953,297.5,308.6,1585,37.6,2,0,0,0,0,0,0
8775,M23634,297.6,308.7,1408,51.5,4,0,0,0,0,0,0
8776,H38189,297.5,308.6,1536,38.7,7,0,0,0,0,0,0
8777,L55956,297.5,308.6,1352,52.6,12,0,0,0,0,0,0
8778,H38191,297.5,308.6,1481,38.8,14,0,0,0,0,0,0
8779,L55958,297.5,308.7,1454,45.0,19,0,0,0,0,0,0
8780,M23639,297.5,308.6,1349,51.5,21,0,0,0,0,0,0
8781,M23640,297.5,308.6,1327,52.1,24,0,0,0,0,0,0
8782,L55961,297.6,308.7,1552,42.3,27,0,0,0,0,0,0
8783,L55962,297.5,308.7,1456,44.7,29,0,0,0,0,0,0
8784,M23643,297.6,308.6,1254,45.8,31,0,0,0,0,0,0
8785,L55964,297.5,308.6,1437,43.3,34,0,0,0,0,0,0
8786,L55965,297.5,308.6,1694,27.1,36,0,0,0,0,0,0
8787,L55966,297.5,308.5,1306,50.7,38,0,0,0,0,0,0
8788,M23647,297.5,308.5,1699,30.1,40,0,0,0,0,0,0
8789,L55968,297.4,308.5,1369,53.2,43,0,0,0,0,0,0
8790,L55969,297.4,308.5,1471,43.9,45,0,0,0,0,0,0
8791,L55970,297.4,308.5,1410,43.9,47,0,0,0,0,0,0
8792,M23651,297.4,308.5,1412,45.5,49,0,0,0,0,0,0
8793,L55972,297.4,308.5,1418,51.2,52,0,0,0,0,0,0
8794,L55973,297.4,308.5,1782,25.9,54,0,0,0,0,0,0
8795,M23654,297.4,308.5,1497,36.4,56,0,0,0,0,0,0
8796,L55975,297.3,308.4,1459,39.4,59,0,0,0,0,0,0
8797,L55976,297.2,308.3,1796,23.8,61,0,0,0,0,0,0
8798,L55977,297.2,308.3,1569,31.2,63,0,0,0,0,0,0
8799,L55978,297.3,308.4,1469,46.7,65,0,0,0,0,0,0
8800,L55979,297.3,308.4,1472,41.3,67,0,0,0,0,0,0
8801,L55980,297.4,308.5,1475,47.2,69,0,0,0,0,0,0
8802,L55981,297.4,308.6,1488,36.4,71,0,0,0,0,0,0
8803,L55982,297.4,308.6,1524,43.1,73,0,0,0,0,0,0
8804,L55983,297.4,308.5,1486,48.6,75,0,0,0,0,0,0
8805,M23664,297.5,308.6,1255,60.7,77,0,0,0,0,0,0
8806,M23665,297.4,308.6,1469,42.6,80,0,0,0,0,0,0
8807,L55986,297.4,308.5,1692,34.3,83,0,0,0,0,0,0
8808,M23667,297.4,308.6,1604,32.8,85,0,0,0,0,0,0
8809,L55988,297.4,308.6,1446,48.1,88,0,0,0,0,0,0
8810,L55989,297.3,308.5,1503,43.3,90,0,0,0,0,0,0
8811,M23670,297.3,308.5,1625,32.8,92,0,0,0,0,0,0
8812,L55991,297.2,308.5,1574,35.8,95,0,0,0,0,0,0
8813,M23672,297.2,308.4,1378,41.9,97,0,0,0,0,0,0
8814,L55993,297.1,308.4,1693,29.5,100,0,0,0,0,0,0
8815,L55994,297.2,308.4,1462,51.2,102,0,0,0,0,0,0
8816,H38229,297.3,308.5,1435,55.0,104,0,0,0,0,0,0
8817,M23676,297.2,308.5,1425,45.8,109,0,0,0,0,0,0
8818,H38231,297.3,308.6,1376,53.5,112,0,0,0,0,0,0
8819,M23678,297.4,308.7,1481,48.0,117,0,0,0,0,0,0
8820,H38233,297.4,308.7,1349,48.9,120,0,0,0,0,0,0
8821,L56000,297.3,308.7,1551,40.0,125,0,0,0,0,0,0
8822,H38235,297.4,308.7,1623,33.8,127,0,0,0,0,0,0
8823,L56002,297.4,308.8,1462,49.7,132,0,0,0,0,0,0
8824,M23683,297.3,308.8,1447,57.4,134,0,0,0,0,0,0
8825,M23684,297.3,308.9,1799,24.5,137,0,0,0,0,0,0
8826,M23685,297.3,308.8,1548,41.3,140,0,0,0,0,0,0
8827,M23686,297.2,308.8,1485,47.9,143,0,0,0,0,0,0
8828,L56007,297.2,308.7,1463,49.9,146,0,0,0,0,0,0
8829,L56008,297.3,308.7,1587,35.8,148,0,0,0,0,0,0
8830,M23689,297.3,308.8,1469,44.1,150,0,0,0,0,0,0
8831,H38244,297.3,308.7,1430,42.8,153,0,0,0,0,0,0
8832,H38245,297.4,308.7,1726,26.8,158,0,0,0,0,0,0
8833,L56012,297.4,308.8,1651,34.1,163,0,0,0,0,0,0
8834,L56013,297.4,308.8,1529,41.3,165,0,0,0,0,0,0
8835,L56014,297.4,308.8,1473,46.2,167,0,0,0,0,0,0
8836,H38249,297.4,308.8,1324,53.5,169,0,0,0,0,0,0
8837,L56016,297.4,308.9,1708,28.8,174,0,0,0,0,0,0
8838,M23697,297.5,309.1,1540,38.5,176,0,0,0,0,0,0
8839,L56018,297.5,309.0,1320,54.7,179,0,0,0,0,0,0
8840,M23699,297.4,308.9,1376,39.0,181,0,0,0,0,0,0
8841,M23700,297.3,308.7,1542,37.0,184,0,0,0,0,0,0
8842,L56021,297.3,308.7,1506,39.3,187,0,0,0,0,0,0
8843,L56022,297.3,308.7,1492,43.6,189,0,0,0,0,0,0
8844,H38257,297.3,308.8,1564,38.0,191,0,0,0,0,0,0
8845,H38258,297.4,308.9,1645,30.8,196,0,0,0,0,0,0
8846,M23705,297.4,308.9,1348,59.1,201,0,0,0,0,0,0
8847,M23706,297.4,308.8,1325,62.4,204,1,1,0,0,1,0
8848,L56027,297.5,308.9,1443,43.5,0,0,0,0,0,0,0
8849,M23708,297.5,308.9,1436,44.8,2,0,0,0,0,0,0
8850,L56029,297.5,308.9,1596,30.7,5,0,0,0,0,0,0
8851,L56030,297.6,309.0,1491,43.2,7,0,0,0,0,0,0
8852,M23711,297.7,308.9,1573,35.1,9,0,0,0,0,0,0
8853,L56032,297.7,308.9,1575,39.9,12,0,0,0,0,0,0
8854,L56033,297.7,308.9,1458,41.1,14,0,0,0,0,0,0
8855,M23714,297.7,309.0,1433,41.8,16,0,0,0,0,0,0
8856,L56035,297.7,308.9,1662,28.1,19,0,0,0,0,0,0
8857,M23716,297.7,308.9,1327,63.7,21,0,0,0,0,0,0
8858,L56037,297.7,308.9,1742,26.3,24,0,0,0,0,0,0
8859,L56038,297.8,308.9,1506,33.5,26,0,0,0,0,0,0
8860,L56039,297.9,309.1,1457,44.4,28,0,0,0,0,0,0
8861,M23720,297.9,309.1,1488,37.3,30,0,0,0,0,0,0
8862,L56041,297.9,309.1,1619,34.7,33,0,0,0,0,0,0
8863,M23722,298.0,309.2,1558,41.7,35,0,0,0,0,0,0
8864,L56043,298.0,309.2,1731,28.7,38,0,0,0,0,0,0
8865,M23724,298.0,309.1,1574,34.8,40,0,0,0,0,0,0
8866,L56045,297.9,309.0,1290,49.8,43,0,0,0,0,0,0
8867,H38280,297.9,308.9,1416,39.6,45,0,0,0,0,0,0
8868,L56047,297.9,308.9,1566,41.9,50,0,0,0,0,0,0
8869,L56048,297.9,309.0,1456,46.5,52,0,0,0,0,0,0
8870,L56049,297.9,309.0,1528,37.5,54,0,0,0,0,0,0
8871,M23730,297.9,309.1,1338,49.6,56,0,0,0,0,0,0
8872,M23731,297.9,309.1,1558,39.2,59,0,0,0,0,0,0
8873,M23732,297.9,309.1,1614,38.1,62,0,0,0,0,0,0
8874,H38287,298.0,309.1,1557,36.4,65,0,0,0,0,0,0
8875,L56054,298.1,309.3,1443,45.3,70,0,0,0,0,0,0
8876,H38289,298.1,309.3,1332,51.0,72,0,0,0,0,0,0
8877,M23736,298.1,309.3,1752,25.2,77,0,0,0,0,0,0
8878,M23737,298.1,309.2,1460,45.8,80,0,0,0,0,0,0
8879,L56058,298.1,309.2,1802,26.9,83,0,0,0,0,0,0
8880,L56059,298.0,309.2,1527,39.5,85,0,0,0,0,0,0
8881,L56060,298.0,309.2,1458,39.8,87,0,0,0,0,0,0
8882,H38295,298.0,309.2,1520,37.9,89,0,0,0,0,0,0
8883,L56062,298.0,309.2,1378,49.7,94,0,0,0,0,0,0
8884,M23743,297.9,309.2,1529,38.1,96,0,0,0,0,0,0
8885,L56064,298.0,309.2,1527,32.4,99,0,0,0,0,0,0
8886,M23745,298.0,309.2,1438,42.9,101,0,0,0,0,0,0
8887,L56066,297.9,309.0,1583,36.7,104,0,0,0,0,0,0
8888,L56067,297.8,308.9,1530,37.6,106,0,0,0,0,0,0
8889,M23748,297.7,308.9,1530,39.1,108,0,0,0,0,0,0
8890,M23749,297.7,308.8,2089,19.1,111,0,0,0,0,0,0
8891,L56070,297.7,308.8,1616,34.2,114,0,0,0,0,0,0
8892,M23751,297.7,308.9,1681,28.3,116,0,0,0,0,0,0
8893,L56072,297.6,308.8,1475,43.0,119,0,0,0,0,0,0
8894,L56073,297.5,308.7,1371,46.5,121,0,0,0,0,0,0
8895,M23754,297.5,308.7,1546,38.0,123,0,0,0,0,0,0
8896,H38309,297.4,308.6,1461,40.1,126,0,0,0,0,0,0
8897,L56076,297.4,308.7,1638,31.9,131,0,0,0,0,0,0
8898,M23757,297.3,308.7,1577,35.6,133,0,0,0,0,0,0
8899,L56078,297.4,308.6,1532,38.7,136,0,0,0,0,0,0
8900,M23759,297.3,308.5,1710,27.7,138,0,0,0,0,0,0
8901,M23760,297.3,308.6,1584,29.4,141,0,0,0,0,0,0
8902,L56081,297.3,308.6,1446,50.1,144,0,0,0,0,0,0
8903,H38316,297.4,308.7,1522,46.3,146,0,0,0,0,0,0
8904,M23763,297.4,308.7,1382,49.9,151,0,0,0,0,0,0
8905,L56084,297.4,308.7,1584,38.2,154,0,0,0,0,0,0
8906,L56085,297.3,308.6,1385,55.2,156,0,0,0,0,0,0
8907,L56086,297.3,308.7,1592,34.4,158,0,0,0,0,0,0
8908,M23767,297.2,308.6,1404,43.7,160,0,0,0,0,0,0
8909,L56088,297.2,308.5,1518,44.3,163,0,0,0,0,0,0
8910,L56089,297.1,308.4,1529,40.4,165,0,0,0,0,0,0
8911,L56090,297.1,308.4,1550,37.0,167,0,0,0,0,0,0
8912,L56091,297.1,308.3,1773,23.8,169,0,0,0,0,0,0
8913,L56092,297.2,308.5,1446,43.7,171,0,0,0,0,0,0
8914,M23773,297.2,308.5,1487,46.9,173,0,0,0,0,0,0
8915,M23774,297.3,308.5,1524,49.3,176,0,0,0,0,0,0
8916,L56095,297.1,308.3,1403,54.1,179,0,0,0,0,0,0
8917,L56096,297.1,308.2,2267,15.7,181,0,0,0,0,0,0
8918,M23777,297.1,308.2,1529,37.9,183,0,0,0,0,0,0
8919,L56098,297.1,308.2,1402,51.2,186,0,0,0,0,0,0
8920,L56099,297.2,308.3,1693,28.0,188,0,0,0,0,0,0
8921,L56100,297.1,308.3,1496,45.8,190,0,0,0,0,0,0
8922,L56101,297.1,308.1,1633,33.3,192,0,0,0,0,0,0
8923,L56102,297.1,308.2,1399,42.6,194,0,0,0,0,0,0
8924,M23783,297.0,308.1,1363,45.3,196,0,0,0,0,0,0
8925,H38338,297.1,308.2,1527,42.2,199,0,0,0,0,0,0
8926,M23785,297.2,308.2,1405,42.5,204,0,0,0,0,0,0
8927,M23786,297.3,308.3,1459,59.6,207,1,0,0,1,1,0
8928,M23787,297.4,308.4,1789,25.0,210,0,0,0,0,0,0
